citizen_id,first_name,surname,date_of_birth,age,gender,indigenous_status,household_id,years_in_pandanus_reach,education_level,employment_sector,occupation,annual_income_aud,social_credit_score,tier,curfew_window,vehicle_owned,mobile_id,biometric_template_hash,registration_date
PR-00921,Dawn,Rivera,1976-02-20,50,F,N,HH-00612,16,Bachelor,Mining,FIFO Drill Operator,100688.0,613,C,20:00-06:00,Y,0445262440,5a42441acc1aae1b,2013-07-09
PR-00922,Christian,Morris,1980-03-29,46,M,Y,HH-00415,4,Bachelor,Student,Student,17801.0,745,B,21:00-06:00,N,0433431904,1622543d2be609ec,2024-05-28
PR-00923,Lisa,Stanley,1989-05-13,37,F,Y,HH-00102,0,Year 12,Unemployed,Unemployed,20707.0,407,D,18:00-07:00 (strict),N,0474387599,30a804d739bb0df0,2019-05-16
PR-00924,Heather,Bowers,2007-07-16,18,F,Y,HH-00099,9,Year 10,Trades,Diesel Mechanic,65657.0,496,D,18:00-07:00 (strict),Y,0472505408,18b30a8ad172adbd,2014-06-07
PR-00925,Clinton,Jones,1955-04-20,71,M,N,HH-00108,10,Certificate IV,Retired,Retired,34962.0,577,C,20:00-06:00,N,0447691414,649164bf8aec9914,2017-03-05
PR-00926,Kimberly,Davis,1987-11-07,38,F,Y,HH-00284,1,Year 12,Trades,Electrician,90521.0,432,D,18:00-07:00 (strict),Y,0410261534,9dc29cf659307543,2014-05-04
PR-00927,Evelyn,Ward,1983-09-26,42,F,N,HH-00182,13,Bachelor,Education,Principal,90916.0,788,B,21:00-06:00,Y,0416347764,3e2bae667b3d0b54,2021-11-21
PR-00928,Kerry,Barajas,1992-01-04,34,F,Y,HH-01077,28,Certificate III,Indigenous Services,Land Council Liaison,81865.0,350,D,18:00-07:00 (strict),N,0483957197,04ebdcbbdbb92bff,2025-02-01
PR-00929,Alan,Caldwell,1983-04-28,43,X,N,HH-01086,17,Year 12,Trades,Builder,82201.0,607,C,20:00-06:00,Y,0472744663,2c3344694d640a8e,2024-01-06
PR-00930,Lisa,Oliver,1985-02-11,41,F,Y,HH-00222,0,Year 12,Unemployed,Unemployed,18187.0,480,D,18:00-07:00 (strict),Y,0490819459,7f5ea53f0d37e625,2020-11-27
PR-00931,Erica,Moon,2010-04-25,16,F,N,HH-00418,5,Certificate IV,Student,Student,21723.0,592,C,20:00-06:00,N,0482371781,848df1697fbf6d7a,2016-10-02
PR-00932,Joshua,Campbell,1980-06-20,46,M,N,HH-00941,8,Certificate IV,Unemployed,Unemployed,14765.0,583,C,20:00-06:00,N,0431398059,4ed6b778b34b6f13,2022-11-11
PR-00933,Nicholas,Lang,2002-04-26,24,X,N,HH-01082,9,Year 10,Public Safety,St John Ambulance Volunteer,84218.0,779,B,21:00-06:00,Y,0425016273,1ccb410f01f8cb19,2011-12-20
PR-00934,Rachel,Lee,2000-10-01,25,X,Y,HH-00033,0,Certificate IV,Mining,Process Plant Technician,182362.0,461,D,18:00-07:00 (strict),Y,0440438208,1badb93ed75e6f80,2024-08-17
PR-00935,Carol,Huber,2009-10-27,16,F,Y,HH-00467,10,Certificate III,Student,Student,13751.0,568,C,20:00-06:00,Y,0498166537,5160588835beed7f,2011-06-16
PR-00936,Austin,Santiago,1999-03-17,27,M,N,HH-00205,4,Diploma,Retail,Bottleshop Attendant,55138.0,691,C,20:00-06:00,Y,0495962340,481233c6b55a0ca5,2023-06-18
PR-00937,Jeff,Garcia,1989-04-21,37,M,N,HH-00027,11,Diploma,Unemployed,Unemployed,27000.0,755,B,21:00-06:00,N,0477714331,e8114e866ba04171,2021-03-11
PR-00938,Vanessa,Rowe,2007-10-25,18,F,Y,HH-00774,0,Diploma,Student,Student,16209.0,464,D,18:00-07:00 (strict),Y,0438084257,ac8a737cc67a9f48,2024-07-04
PR-00939,Julie,Hernandez,1978-08-20,47,X,Y,HH-00504,12,Year 12,Mining,FIFO Drill Operator,155491.0,656,C,20:00-06:00,Y,0419574576,acbab0a8a6f7d8c9,2015-12-31
PR-00940,Anita,Brown,1977-03-05,49,F,N,HH-00759,27,Certificate IV,Mining,Haul Truck Driver,88043.0,847,B,21:00-06:00,Y,0490203261,99a95f223a5ca6d6,2019-03-02
PR-00941,Laura,Perez,1969-01-20,57,F,N,HH-01110,7,Certificate IV,Pastoral,Bore Runner,29613.0,539,C,20:00-06:00,N,0495257731,c698d870f5216d09,2016-10-14
PR-00942,Crystal,Hamilton,2006-09-05,19,X,Y,HH-00284,1,Year 12,Mining,Haul Truck Driver,96541.0,517,C,20:00-06:00,Y,0473565178,240375b70d1bc18e,2020-10-11
PR-00943,Joseph,May,2002-10-04,23,M,N,HH-01105,8,Certificate IV,Education,Indigenous Education Worker,75850.0,628,C,20:00-06:00,Y,0475808087,240bfcba4a704815,2021-12-08
PR-00944,Laurie,Haynes,1990-12-27,35,F,Y,HH-00462,14,Year 12,Unemployed,Unemployed,10611.0,427,D,18:00-07:00 (strict),Y,0442935623,375e096f310ee822,2024-05-06
PR-00945,Ashley,Buchanan,1979-11-22,46,F,N,HH-01081,7,No formal,Government,Civic Harmony Auditor,67338.0,677,C,20:00-06:00,Y,0451582474,83ca0704bfa7f650,2012-07-25
PR-00946,Kathy,Kim,1984-07-15,41,X,N,HH-00890,14,Year 10,Pastoral,Bore Runner,65745.0,608,C,20:00-06:00,Y,0489648700,c5d5cb058fc841ba,2020-08-08
PR-00947,Kara,Ferguson,2001-10-20,24,F,N,HH-00556,16,Year 12,Hospitality,Cook,20621.0,764,B,21:00-06:00,N,0481895460,9c71645e62565fda,2016-10-29
PR-00948,Rebecca,Gardner,1997-02-28,29,F,N,HH-00973,22,Year 12,Retail,Hardware Store Clerk,57050.0,888,A,22:00-06:00 (advisory only),Y,0431843423,175061d442dd1f39,2013-05-15
PR-00949,Megan,Sloan,1988-02-12,38,F,N,HH-01006,8,No formal,Education,Secondary Teacher,84476.0,590,C,20:00-06:00,Y,0474712566,6dea461c6af86d9b,2021-07-25
PR-00950,Jake,Herring,1990-03-04,36,M,Y,HH-00605,0,Bachelor,Public Safety,Correctional Officer,78590.0,723,B,21:00-06:00,Y,0434518599,966eee06d7614c88,2019-02-15
PR-00951,Bryce,Smith,2010-01-11,16,M,N,HH-00922,16,Year 12,Student,Student,10875.0,870,A,22:00-06:00 (advisory only),Y,0425581274,abbde91ae2ec8a56,2018-11-15
PR-00952,Theresa,Torres,2010-04-11,16,F,Y,HH-01112,0,Certificate III,Student,Student,19989.0,801,B,21:00-06:00,Y,0467710061,fd14e88ecc2a55c9,2024-01-01
PR-00953,Hailey,Gutierrez,1986-07-13,39,F,N,HH-00747,14,Certificate III,Retail,Bottleshop Attendant,50028.0,754,B,21:00-06:00,Y,0414501241,79b3c0b709fd0252,2018-07-12
PR-00954,Candace,Walker,1993-11-27,32,F,N,HH-00607,0,Year 10,Education,Primary Teacher,82237.0,696,C,20:00-06:00,N,0499214834,7366022f7022a366,2014-01-27
PR-00955,Catherine,Marsh,1996-11-06,29,F,N,HH-00918,17,Year 10,Unemployed,Unemployed,30181.0,607,C,20:00-06:00,Y,0486560560,eacbd039c908caeb,2023-04-10
PR-00956,Timothy,Gamble,2009-07-29,16,M,Y,HH-00061,3,Certificate IV,Student,Student,16328.0,542,C,20:00-06:00,N,0498082088,f8e8b5a5838bc0b2,2019-01-18
PR-00957,Earl,Jones,1998-09-12,27,M,N,HH-01105,16,Year 12,Hospitality,Pub Manager,58035.0,701,B,21:00-06:00,Y,0462440176,30e310971dcb5ebf,2021-07-05
PR-00958,Katelyn,Rivera,2005-12-27,20,F,Y,HH-00040,20,Certificate IV,Mining,Haul Truck Driver,186508.0,588,C,20:00-06:00,Y,0428396122,1442ef13e7d5ae6a,2020-07-12
PR-00959,Ariel,Harvey,1986-03-08,40,F,N,HH-00477,4,Certificate IV,Public Safety,Correctional Officer,84630.0,625,C,20:00-06:00,Y,0438739034,566a5b17f10ffe9f,2015-10-20
PR-00960,Joanne,Jensen,2005-04-08,21,F,N,HH-00433,10,Bachelor,Trades,Welder,77754.0,790,B,21:00-06:00,Y,0499534277,900e84722bce6743,2019-07-13
PR-00961,Keith,Diaz,1989-10-21,36,M,Y,HH-00497,6,Certificate IV,Education,Primary Teacher,92089.0,679,C,20:00-06:00,Y,0465500187,1aba99c7f81d6318,2017-05-07
PR-00962,Abigail,Sanchez,2010-03-11,16,F,N,HH-00675,10,Year 10,Student,Student,17079.0,620,C,20:00-06:00,Y,0453015114,a1951d00db80706c,2021-09-16
PR-00963,Jeffrey,Larsen,1994-06-24,32,M,Y,HH-00125,4,Certificate IV,Health,Mental Health Clinician,90600.0,700,B,21:00-06:00,N,0427089453,b4d6b0389f71a394,2021-08-12
PR-00964,Shawn,Ford,1970-09-03,55,M,N,HH-00435,14,Certificate IV,Hospitality,Cook,50855.0,664,C,20:00-06:00,Y,0431110452,0a6e63d3b9627250,2015-08-18
PR-00965,Juan,Thompson,2009-09-01,16,M,N,HH-00784,0,Bachelor,Student,Student,11280.0,716,B,21:00-06:00,Y,0414149208,2c7551f326b028b8,2023-02-20
PR-00966,Scott,Taylor,1991-06-06,35,M,N,HH-00080,17,Bachelor,Retail,Supermarket Worker,50081.0,722,B,21:00-06:00,Y,0447230579,f118c075efee37ba,2015-01-14
PR-00967,Stephen,Jones,1998-02-14,28,M,N,HH-00794,3,Year 12,Public Safety,Fire & Rescue,82649.0,571,C,20:00-06:00,Y,0453900976,0dd8091c560aaa06,2011-08-13
PR-00968,Katie,Johnson,1987-11-12,38,F,N,HH-00250,11,Diploma,Health,Pharmacist,93641.0,743,B,21:00-06:00,N,0491229215,e7871c0689654d1c,2017-01-09
PR-00969,Brittany,Escobar,1985-08-06,40,X,N,HH-00562,10,Year 10,Mining,Haul Truck Driver,191770.0,620,C,20:00-06:00,Y,0455957495,f72d0477694e03db,2018-12-17
PR-00970,Yolanda,Kennedy,1965-10-24,60,X,N,HH-00501,8,Postgraduate,Mining,Haul Truck Driver,57687.0,532,C,20:00-06:00,N,0489783556,50e3bfa635525237,2016-06-22
PR-00971,Jeffrey,Barton,1975-03-19,51,X,Y,HH-00222,14,Year 12,Unemployed,Unemployed,22782.0,482,D,18:00-07:00 (strict),Y,0454962735,66b36f350e2d84c6,2015-06-05
PR-00972,Steven,Dixon,2009-07-23,16,X,N,HH-00425,4,Certificate IV,Student,Student,7623.0,715,B,21:00-06:00,N,0435280282,ed2027b28a47a810,2018-05-20
PR-00973,Elaine,Charles,1973-05-03,53,X,N,HH-01078,19,Diploma,Retail,Supermarket Worker,48441.0,678,C,20:00-06:00,Y,0482850150,7e964c81ae367e82,2019-12-13
PR-00974,Gabriel,Palmer,2010-01-21,16,X,Y,HH-00434,0,Year 10,Student,Student,11828.0,431,D,18:00-07:00 (strict),N,0449119248,0cb32faf66e7816d,2013-11-10
PR-00975,Travis,Hopkins,1987-03-27,39,M,N,HH-00553,6,Year 12,Trades,Plumber,110328.0,654,C,20:00-06:00,Y,0476700263,f18676724ceda942,2021-08-27
PR-00976,Karen,Howard,1978-03-09,48,F,N,HH-00547,12,Certificate III,Retail,Bottleshop Attendant,59973.0,547,C,20:00-06:00,Y,0444188706,31416d517b899e43,2018-03-07
PR-00977,Bryan,Wood,1991-06-03,35,X,Y,HH-01118,4,Year 10,Indigenous Services,Native Title Officer,78903.0,565,C,20:00-06:00,Y,0444200134,0939b1563fe74c57,2014-04-01
PR-00978,Terry,Ward,1999-11-17,26,M,N,HH-00038,18,Certificate III,Hospitality,Caravan Park Host,49420.0,405,D,18:00-07:00 (strict),Y,0445661812,d57a66c0596940b8,2017-09-19
PR-00979,Amber,Hooper,1985-12-04,40,F,N,HH-00605,15,Certificate III,Education,Primary Teacher,88471.0,741,B,21:00-06:00,Y,0426031606,70a7baa8e3d39b49,2021-03-16
PR-00980,Joseph,Gallegos,2010-04-03,16,M,Y,HH-00335,16,Year 10,Student,Student,9515.0,599,C,20:00-06:00,Y,0424423255,6e276ad1c44c747c,2015-01-15
PR-00981,Amy,Thompson,1999-10-06,26,X,Y,HH-00785,22,Year 12,Unemployed,Unemployed,26374.0,582,C,20:00-06:00,N,0486043381,15588e7e997807a3,2016-06-19
PR-00982,martha,Houston,1992-07-03,34,F,Y,HH-00959,19,Certificate III,Retail,Hardware Store Clerk,41668.0,707,B,21:00-06:00,Y,0492988418,0150fb58f5655a72,2016-08-15
PR-00983,Rebecca,Black,1957-09-28,68,X,N,HH-00109,7,Bachelor,Retired,Retired,27326.0,538,C,20:00-06:00,Y,0484317731,6974c97d709b152a,2023-07-02
PR-00984,Tommy,Olson,1962-02-04,64,X,N,HH-00704,9,Year 12,Mining,Mine Safety Officer,133007.0,609,C,20:00-06:00,Y,0431527957,113bb79b0487b521,2018-05-18
PR-00985,Brenda,Martin,1969-09-25,56,F,N,HH-00282,17,Bachelor,Student,Student,14984.0,703,B,21:00-06:00,Y,0443043458,9e8009b15f3eca28,2020-05-12
PR-00986,Daniel,Lopez,1991-03-18,35,M,Y,HH-00794,21,Year 12,Unemployed,Unemployed,19292.0,505,C,20:00-06:00,Y,0451405395,5c8cdd2bd66c32fd,2021-05-24
PR-00987,Bryan,Hall,1981-09-18,44,M,N,HH-00957,8,Year 12,Indigenous Services,Native Title Officer,69222.0,767,B,21:00-06:00,Y,0421005469,2035d50e07a5c5ce,2021-06-08
PR-00988,John,Mendoza,1969-07-15,56,M,N,HH-00920,14,Bachelor,Mining,Mine Safety Officer,148305.0,699,C,20:00-06:00,Y,0413090576,c7ccac48e12e8844,2013-08-11
PR-00989,Martha,Johnson,1981-02-22,45,X,Y,HH-00811,3,Year 12,Education,Indigenous Education Worker,73351.0,721,B,21:00-06:00,Y,0478123460,61077eca1e17db04,2019-05-20
PR-00990,Evan,Soto,1991-12-23,34,X,N,HH-00733,23,Year 10,Trades,Plumber,91873.0,611,C,20:00-06:00,Y,0460689240,1bfdd3c8914edd38,2019-05-14
PR-00991,Anthony,Scott,2002-12-12,23,M,Y,HH-00370,17,Diploma,Health,GP,134521.0,536,C,20:00-06:00,N,0460928119,3b2764f9fea393ff,2024-10-07
PR-00992,Carol,Elliott,2002-11-08,23,X,N,HH-01048,9,Year 12,Retail,Bottleshop Attendant,46279.0,531,C,20:00-06:00,N,0470699404,4d61929ab21ad125,2021-06-05
PR-00993,Mary,Campbell,1994-12-21,31,F,N,HH-00216,12,Certificate III,Health,Remote Area Nurse,108053.0,645,C,20:00-06:00,Y,0466926814,8f6f87fec9f9cbfb,2017-08-22
PR-00994,Wendy,Dillon,1973-12-02,52,F,Y,HH-00416,15,Certificate III,Health,Aboriginal Health Worker,96185.0,462,D,18:00-07:00 (strict),Y,0488583752,28358198a9c5275d,2022-12-23
PR-00995,Carolyn,Norton,1969-09-11,56,X,N,HH-00522,0,No formal,Pastoral,Station Hand,89856.0,668,C,20:00-06:00,Y,0440679513,39998970c917b7c9,2013-11-24
PR-00996,Mary,Baker,2006-07-08,19,F,N,HH-01128,17,Year 10,Mining,Process Plant Technician,75694.0,667,C,20:00-06:00,Y,0444245026,5b58b2a5635fc194,2016-02-25
PR-00997,Jesse,Garza,1986-04-25,40,M,Y,HH-00782,15,Year 12,Government,Regional Admin Field Officer,79794.0,609,C,20:00-06:00,Y,0479861397,d174e60317133d08,2016-09-30
PR-00998,Ashley,Harris,1993-03-12,33,F,N,HH-00048,15,Certificate IV,Trades,Welder,68530.0,696,C,20:00-06:00,Y,0433614794,0111aead612b89d0,2018-05-31
PR-00999,Jennifer,Hernandez,1969-10-07,56,F,N,HH-00445,4,Year 12,Education,Secondary Teacher,94043.0,546,C,20:00-06:00,Y,0436224131,a772f39a93a09cf5,2018-01-06
PR-01000,Christina,Williams,2009-07-05,16,X,Y,HH-01069,11,Bachelor,Student,Student,15347.0,709,B,21:00-06:00,Y,0426661423,0f7a88f92161f8e8,2018-05-26
PR-01001,Bruce,Olson,1979-10-02,46,M,N,HH-00182,15,Certificate III,Retail,Supermarket Worker,39543.0,676,C,20:00-06:00,Y,0411173934,cdb1a3535c21d625,2019-10-20
PR-01002,Samantha,Prince,1995-04-12,31,F,N,HH-00887,15,Certificate III,Hospitality,Roadhouse Attendant,77652.0,615,C,20:00-06:00,N,0462855703,4085ccca81c33d45,2020-06-10
PR-01003,Joseph,Wood,1962-04-22,64,M,Y,HH-00706,1,Bachelor,Mining,Process Plant Technician,127254.0,439,D,18:00-07:00 (strict),Y,0447483931,10abe79dd83523d3,2018-10-08
PR-01004,Dave,Lang,1996-03-04,30,M,N,HH-00604,21,Year 12,Retail,Bottleshop Attendant,35140.0,618,C,20:00-06:00,N,0415673858,42a8d7df2ba9468f,2016-09-09
PR-01005,Leah,Figueroa,1961-01-04,65,F,Y,HH-00219,20,Diploma,Hospitality,Cook,49034.0,513,C,20:00-06:00,Y,0482674732,e6f16803b98ed7c7,2021-02-08
PR-01006,Brent,Anderson,1974-10-18,51,M,N,HH-00648,0,Year 12,Trades,Welder,71084.0,879,A,22:00-06:00 (advisory only),Y,0464384837,5ae0aee3ce336e48,2014-08-10
PR-01007,Shannon,Campbell,1996-10-12,29,F,N,HH-00632,23,Year 10,Mining,Mine Safety Officer,122521.0,617,C,20:00-06:00,Y,0419853872,7c4f5dad197a96ad,2017-01-27
PR-01008,Jacob,Fletcher,2009-12-28,16,X,N,HH-00846,12,Certificate IV,Student,Student  ,8845.0,605,C,20:00-06:00,Y,0460458379,94025a009e6378ee,2019-06-12
PR-01009,Autumn,Smith,1992-12-29,33,F,Y,HH-00595,12,Certificate III,Retail,Supermarket Worker,31472.0,392,D,18:00-07:00 (strict),N,0429752845,1cff72e89586e21e,2020-12-24
PR-01010,Ethan,Cox,1982-09-12,43,M,N,HH-00195,17,Bachelor,Retail,Bottleshop Attendant,39877.0,606,C,20:00-06:00,Y,0429101240,f8bebee15ba179cd,2020-06-22
PR-01011,Dawn,Wyatt,1983-03-17,43,F,N,HH-00625,0,Certificate III,Government,Surveillance Operator,108827.0,674,C,20:00-06:00,Y,0437473351,d28f299a09d678ab,2016-06-21
PR-01012,donald,Becker,2002-05-01,24,M,N,HH-00853,4,Bachelor,Mining,Mine Geologist,102859.0,627,C,20:00-06:00,N,0449650344,f9fbf5a246b5de4f,2017-02-19
PR-01013,Rachel,Olson,2005-06-08,21,F,N,HH-00362,7,Year 10,Unemployed,Unemployed,25823.0,562,C,20:00-06:00,Y,0478794840,6f1200fcaa2e0576,2019-02-14
PR-01014,Jon,Parker,2009-11-02,16,X,Y,HH-00523,6,Year 10,Student,Student,10635.0,599,C,20:00-06:00,Y,0451653367,b309be2c28ff21f5,2021-03-25
PR-01015,Jill,Wyatt,1997-04-14,29,X,Y,HH-00870,14,Year 12,Retail,Bottleshop Attendant,43043.0,497,D,18:00-07:00 (strict),Y,0439352584,ae9188cdfb9914cd,2021-10-27
PR-01016,Sean,Lyons,1980-01-03,46,X,Y,HH-00185,18,Year 12,Public Safety,St John Ambulance Volunteer,88164.0,582,C,20:00-06:00,Y,0459387766,39d24fee920e5888,2014-05-10
PR-01017,Jennifer,Morgan,1979-10-21,46,F,N,HH-00415,9,Certificate III,Unemployed,Unemployed,,688,C,20:00-06:00,N,0499431958,346d7dc8e07daeb9,2021-02-10
PR-01018,Jasmine,Martin,2007-09-19,18,X,N,HH-00538,13,Postgraduate,Student,Student,12152.0,702,B,21:00-06:00,Y,0498666413,1856c31e2f103c01,2011-06-06
PR-01019,Brandon,Thomas,1995-08-17,30,M,Y,HH-00655,0,Certificate IV,Unemployed,Unemployed,24518.0,390,D,18:00-07:00 (strict),Y,0439559783,291e28bcbe2bf81b,2017-06-13
PR-01020,Amy,Walker,1985-06-18,41,F,Y,HH-01119,9,Certificate III,Pastoral,Stockman,55351.0,696,C,20:00-06:00,Y,0430353642,a9c75dde35b98449,2011-11-19
PR-01021,James,Joyce,1995-10-01,30,M,N,HH-00520,1,Year 10,Student,Student,13830.0,488,D,18:00-07:00 (strict),Y,0415027929,5740c86ca7d463e4,2018-08-24
PR-01022,Michelle,Harper,1982-11-06,43,F,N,HH-00623,26,Postgraduate,Pastoral,Stockman,61628.0,512,C,20:00-06:00,Y,0420733328,4f24107eb41a7191,2022-11-01
PR-01023,Mark,Gonzales,1976-01-19,50,M,N,HH-00041,10,Postgraduate,Student,Student,15821.0,757,B,21:00-06:00,Y,0484969806,326079e014587ed0,2020-07-19
PR-01024,Linda,Mitchell,1989-01-21,37,X,N,HH-00059,0,Certificate IV,Government,Regional Admin Field Officer,78839.0,656,C,20:00-06:00,Y,0489158875,7c5e1a65024c8ab6,2019-09-30
PR-01025,Zachary,Hall,2003-07-22,22,X,Y,HH-01149,14,Bachelor,Unemployed,Unemployed,19122.0,840,B,21:00-06:00,Y,0446532526,e636850e0e1a958a,2011-11-10
PR-01026,Cynthia,Smith,1983-10-24,42,F,Y,HH-00549,0,Postgraduate,Student,Student,16967.0,719,B,21:00-06:00,Y,0444580161,57f600edc3bd9f7a,2025-04-22
PR-01027,Penny,Gomez,1975-04-29,51,F,N,HH-00384,1,Bachelor,Indigenous Services,Land Council Liaison,104339.0,553,C,20:00-06:00,Y,0430569974,801a523d6c6e3f84,2019-07-23
PR-01028,Kelly,Mclaughlin,1988-07-17,37,F,N,HH-00226,8,Certificate III,Health,Mental Health Clinician,62384.0,755,B,21:00-06:00,Y,0420888977,11508f92d91232c8,2012-08-13
PR-01029,duane,Gallegos,2010-04-12,16,M,N,HH-00491,9,Bachelor,Student,Student,3056.0,712,B,21:00-06:00,N,0417637396,e83aa89ec2f7c9b4,2016-03-23
PR-01030,Victor,Hill,1997-12-12,28,M,N,HH-00878,2,No formal,Mining,Mine Safety Officer,121056.0,650,C,20:00-06:00,Y,0459711575,8c83d83cd6cf3376,2014-01-28
PR-01031,Tara,Andrews,2010-01-28,16,F,Y,HH-00704,4,Postgraduate,Student,Student,16242.0,523,C,20:00-06:00,Y,0438726428,1742dd5598f3ab06,2017-01-19
PR-01032,Brian,Jones,1998-11-29,27,M,N,HH-00446,6,Bachelor,Government,Civic Harmony Auditor,86227.0,678,C,20:00-06:00,Y,0490259807,670986b4a56b6581,2024-08-11
PR-01033,Regina,Frye,1970-09-14,55,F,N,HH-00623,14,Year 10,Mining,FIFO Drill Operator,104891.0,607,C,20:00-06:00,Y,0430138866,01f3d0d19394f7c2,2022-09-26
PR-01034,Bailey,Benson,1985-12-03,40,X,N,HH-00153,18,No formal,Mining,Mine Geologist,117322.0,616,C,20:00-06:00,Y,0433833454,379516958f2bf00e,2019-03-28
PR-01035,Patricia,Todd,1962-05-09,64,F,Y,HH-00323,11,Certificate IV,Trades,Plumber,71760.0,746,B,21:00-06:00,Y,0432175662,9808b5a3ced4c688,2017-10-11
PR-01036,Julia,Matthews,2007-01-17,19,F,Y,HH-00115,19,Certificate IV,Mining,FIFO Drill Operator,146679.0,615,C,20:00-06:00,Y,0435803109,2f7becd1740e4067,2012-12-24
PR-01037,Austin,Schultz,1984-12-22,41,M,N,HH-00086,15,Certificate IV,Hospitality,Caravan Park Host,53502.0,673,C,20:00-06:00,Y,0480610268,8d7b3c98ea011fb2,2020-10-30
PR-01038,Crystal,Stewart,1963-09-06,62,F,Y,HH-00473,12,Year 12,Trades,Plumber,49557.0,470,D,18:00-07:00 (strict),N,0479107561,bf72599b36be9072,2018-08-01
PR-01039,Alexandra,Collier,1976-10-31,49,F,N,HH-00309,3,Certificate III,Retail,Supermarket Worker,58511.0,740,B,21:00-06:00,Y,0431851520,66a86ab3b1ce2fff,2012-08-27
PR-01040,Michael,Nicholson,2008-11-15,17,M,N,HH-00493,3,Year 12,Student,Student,19536.0,487,D,18:00-07:00 (strict),N,0463833929,d339939537210cb3,2024-05-23
PR-01041,John,Gomez,1997-03-09,29,M,N,HH-00029,15,Year 12,Indigenous Services,Cultural Mediator,91406.0,658,C,20:00-06:00,Y,0430833152,059e6edc29572302,2015-02-13
PR-01042,Theresa,Vega,1988-05-30,38,F,Y,HH-00458,0,Year 10,Mining,Mine Safety Officer,144507.0,561,C,20:00-06:00,Y,0447913187,5a1b56525af6a9d7,2018-05-04
PR-01043,Christina,Moss,1982-07-24,43,F,Y,HH-01113,0,Year 10,Education,Principal,63574.0,443,D,18:00-07:00 (strict),Y,0484104323,cb5ffde9ed5dc2b7,2014-04-01
PR-01044,James,Wright,2010-01-31,16,X,N,HH-01026,0,Bachelor,Student,Student,12605.0,459,D,18:00-07:00 (strict),N,0458883349,aa3e1d9f34e69c35,2013-07-15
PR-01045,Brian,Mora,2001-12-18,24,M,Y,HH-01134,12,Certificate III,Mining,Haul Truck Driver,181762.0,402,D,18:00-07:00 (strict),Y,0472210446,09195ed63ceb6a7d,2020-08-22
PR-01046,Louis,Duran,1983-07-13,42,M,N,HH-00903,19,Diploma,Education,Skills Institute Lecturer,85391.0,691,C,20:00-06:00,Y,0498369598,0b234d443626ad30,2011-12-12
PR-01047,Karen,Oliver,1974-09-26,51,F,N,HH-00858,14,Postgraduate,Pastoral,Stockman,55052.0,770,B,21:00-06:00,Y,0475349833,d4d5682a1188a719,2025-02-23
PR-01048,Stephanie,Melton,2010-04-20,16,F,Y,HH-00168,16,Postgraduate,Student,Student,12440.0,464,D,18:00-07:00 (strict),N,0434228034,febc1a41a7df9da4,2025-02-18
PR-01049,Thomas,Ramirez,1966-06-26,60,M,N,HH-00971,1,Bachelor,Trades,Plumber,89132.0,894,A,22:00-06:00 (advisory only),Y,0410367395,13e5e6619a40a2aa,2019-06-05
PR-01050,Amy,Lloyd,1980-11-06,45,F,N,HH-00670,13,Year 12,Student,Student,23348.0,747,B,21:00-06:00,Y,0498404605,eb495132724dab6b,2018-12-03
PR-01051,Wayne,Long,1977-02-22,49,X,N,HH-00332,1,Certificate III,Unemployed,Unemployed,21843.0,620,C,20:00-06:00,N,0415291565,91087353bf36416a,2013-10-19
PR-01052,William,Wolfe,1966-09-16,59,M,N,HH-00873,19,Year 10,Hospitality,Cook,38864.0,590,C,20:00-06:00,Y,0464671752,69e4d3b3bfef136c,2020-12-31
PR-01053,Alexander,Clark,1987-08-23,38,X,N,HH-00349,4,Postgraduate,Mining,Mine Safety Officer,98662.0,689,C,20:00-06:00,N,0491706445,1d39a387bceeb472,2015-11-28
PR-01054,Chloe,Green,2010-03-08,16,X,N,HH-01012,1,Certificate III,Student,Student,16398.0,766,B,21:00-06:00,Y,0497517299,afe51f984036e076,2014-09-03
PR-01055,Kaitlin,Austin,1992-03-13,34,F,N,HH-00564,15,Year 12,Hospitality,Cook,36640.0,533,C,20:00-06:00,N,0415441743,521c18ad975a132c,2018-05-03
PR-01056,Daniel,Haynes,2009-11-16,16,M,Y,HH-00188,12,Postgraduate,Student,Student,16710.0,398,D,18:00-07:00 (strict),N,0446726628,7f12239ba17e2dc0,2023-04-25
PR-01057,Joshua,White,1985-10-04,40,X,N,HH-00136,1,Diploma,Mining,Haul Truck Driver,139541.0,500,C,20:00-06:00,Y,0476657301,37dc078c292f2e85,2019-06-01
PR-01058,Jeremy,Garcia,1985-03-23,41,X,N,HH-00918,11,Bachelor,Hospitality,Roadhouse Attendant,50765.0,679,C,20:00-06:00,N,0462214255,3998096b8488158f,2014-08-27
PR-01059,Ryan,James,1982-01-24,44,X,Y,HH-00737,7,Year 10,Mining,Mine Safety Officer,177468.0,719,B,21:00-06:00,Y,0474406325,352c00b447438af3,2024-10-12
PR-01060,Brittany,Shaffer,1979-05-23,47,F,Y,HH-00031,10,Diploma,Government,Compliance Inspector,78383.0,700,B,21:00-06:00,Y,0467237068,895e14f85487db6e,2018-05-07
PR-01061,Zachary,Atkinson,1961-04-24,65,M,N,HH-00968,6,Year 12,Public Safety,Fire & Rescue,80385.0,884,A,22:00-06:00 (advisory only),Y,0483642672,37ba872d4e5f9b56,2021-06-10
